,Artist,Name,Genre,Peak.position,Weeks.on.chart,Avg.rank,Date,Energy,Danceability,Tempo,Valence
2968,JACQUEES,YOU,RAP,58.0,12.0,74.0,2018,0.591,0.631,97.074,0.489
2969,"JACQUEES, DEJ LOAF",AT THE CLUB,R&;B,86.0,7.0,90.28571428571429,2017,0.668,0.795,92.029,0.372
2970,JADAKISS,U MAKE ME WANNA,RAP,21.0,13.0,44.15384615384615,2004,0.818,0.686,83.182,0.633
2971,JADAKISS,WHY?,RAP,11.0,20.0,35.3,2004,0.938,0.602,168.417,0.562
2972,JADE ANDERSON,SUGARHIGH,POP,96.0,2.0,98.0,1999,0.825,0.535,101.938,0.701
2973,JAGGED EDGE,GOOD LUCK CHARM,R&;B,73.0,10.0,86.5,1999,0.15,0.835,142.848,0.894
2974,JAGGED EDGE,GOODBYE,"R&;B,POP",58.0,15.0,74.33333333333333,1999,0.7,0.705,122.841,0.765
2975,JAGGED EDGE,HE CAN'T LOVE U,R&;B,15.0,20.0,34.8,1999,0.565,0.628,102.868,0.163
2976,JAGGED EDGE,LET'S GET MARRIED,"R&;B,RAP",11.0,24.0,31.375,2011,0.587,0.953,109.861,0.605
2977,JAGGED EDGE,PROMISE,R&;B,9.0,21.0,30.95,2000,0.587,0.55,165.975,0.466
2978,JAGGED EDGE,WALKED OUTTA HEAVEN,"SOUL,R&;B",6.0,27.0,23.85185185185185,2003,0.616,0.67,120.129,0.523
2979,JAGGED EDGE,WHAT'S IT LIKE,R&;B,85.0,2.0,91.0,2003,0.652,0.612,114.918,0.388
2980,JAGGED EDGE WITH NELLY,WHERE THE PARTY AT,"POP,DIRTY SOUTH,HIP-HOP,R&;B,RAP",3.0,29.0,18.517241379310345,2001,0.661,0.596,129.491,0.86
2981,JAHEIM,AIN'T LEAVIN WITHOUT YOU,R&;B,93.0,4.0,96.75,2009,0.852,0.611,105.031,0.653
2982,JAHEIM,ANYTHING,R&;B,28.0,20.0,43.5,2001,0.377,0.731,105.743,0.452
2983,JAHEIM,COULD IT BE,"NEO SOUL,SOUL,R&;B",26.0,20.0,57.85,2000,0.573,0.775,160.147,0.583
2984,JAHEIM,FABULOUS,"HIP-HOP,SOUL POP,SOUL,NEO SOUL,R&;B",28.0,20.0,46.578947368421055,2002,0.464,0.657,75.982,0.598
2985,JAHEIM,FINDING MY WAY BACK,R&;B,100.0,1.0,95.0,2010,0.622,0.605,136.012,0.177
2986,JAHEIM,JUST IN CASE,R&;B,52.0,20.0,69.05,1999,0.311,0.699,91.484,0.715
2987,JAHEIM,NEVER,R&;B,76.0,17.0,85.29411764705883,1999,0.94,0.728,113.76,0.967
2988,JAHEIM,PUT THAT WOMAN FIRST,R&;B,20.0,20.0,41.5,2003,0.536,0.649,78.935,0.513
2989,JAKE OWEN,ALONE WITH YOU,"COUNTRY,R&;B,ROCK",41.0,20.0,56.0,2011,0.761,0.646,108.999,0.336
2990,JAKE OWEN,AMERICAN COUNTRY LOVE SONG,COUNTRY,55.0,17.0,70.29411764705883,2016,0.891,0.529,104.031,0.329
2991,JAKE OWEN,ANYWHERE WITH YOU,"COUNTRY,R&;B,ROCK",46.0,20.0,69.6,2011,0.936,0.475,151.988,0.598
2992,JAKE OWEN,BAREFOOT BLUE JEAN NIGHT,"COUNTRY,R&;B,ROCK",21.0,24.0,44.875,2011,0.807,0.599,172.017,0.812
2993,JAKE OWEN,BEACHIN',"COUNTRY,R&;B,ROCK",26.0,20.0,50.45,2013,0.902,0.527,181.964,0.709
2994,JAKE OWEN,DAYS OF GOLD,"COUNTRY,R&;B,ROCK",83.0,9.0,90.55555555555556,2013,0.991,0.476,111.03,0.453
2995,JAKE OWEN,DON'T THINK I CAN'T LOVE YOU,"COUNTRY,R&;B,ROCK",57.0,15.0,73.06666666666666,2009,,,,
2996,JAKE OWEN,DOWN TO THE HONKYTONK,COUNTRY,65.0,13.0,76.92307692307692,2018,0.734,0.966,119.945,0.931
2997,JAKE OWEN,EIGHT SECOND RIDE,"COUNTRY,R&;B,ROCK",70.0,13.0,80.3076923076923,2006,0.84,0.526,92.238,0.68
2998,JAKE OWEN,I WAS JACK,COUNTRY,43.0,11.0,72.18181818181819,2018,0.789,0.724,124.015,0.441
2999,JAKE OWEN,REAL LIFE,COUNTRY,74.0,13.0,85.53846153846153,2015,0.652,0.581,90.634,0.358
3000,JAKE OWEN,STARTIN' WITH ME,"COUNTRY,R&;B,ROCK",83.0,9.0,90.66666666666667,2006,0.653,0.487,159.42,0.319
3001,JAKE OWEN,THE ONE THAT GOT AWAY,"COUNTRY,R&;B,ROCK",51.0,20.0,66.9,2011,0.865,0.576,119.913,0.535
3002,JAKE OWEN,WHAT WE AIN'T GOT,"COUNTRY,R&;B,ROCK",89.0,11.0,92.0909090909091,2013,0.257,0.537,127.981,0.169
3003,JAKE OWEN,YEE HAW,COUNTRY,83.0,7.0,90.71428571428571,2006,0.934,0.672,129.123,0.948
3004,JAKE PAUL,IT'S EVERYDAY BRO,"HIP-HOP,TRAP,RAP,MEMES,BEEF,YOUTUBE",91.0,2.0,92.5,2017,0.714,0.79,150.033,0.559
3005,"JAKE PAUL, ERIKA COSTELL",JERIKA,"POP,YOUTUBE,RAP",100.0,1.0,86.0,2017,0.57,0.703,134.09,0.263
3006,JAMES ARTHUR,SAY YOU WON'T LET GO,"UK,POP",11.0,52.0,33.90384615384615,2016,0.557,0.358,85.043,0.494
3007,JAMES BAY,LET IT GO,"BALLAD,SOUL POP,ALTERNATIVE,ADULT ALTERNATIVE,ADULT CONTEMPORARY,POP-ROCK,POP,ROCK",16.0,34.0,45.705882352941174,2014,0.311,0.546,147.464,0.246
3008,JAMES BLUNT,1973,POP,73.0,3.0,84.66666666666667,2007,0.668,0.72,123.007,0.768
3009,JAMES BLUNT,GOODBYE MY LOVER,"BALLAD,UK,POP",66.0,4.0,81.0,2005,0.261,0.432,89.567,0.273
3010,JAMES BLUNT,HIGH,"UK,POP",100.0,1.0,100.0,2004,0.644,0.614,84.788,0.649
3011,JAMES BLUNT,STAY THE NIGHT,POP,100.0,1.0,94.0,2010,0.886,0.528,96.001,0.8
3012,JAMES BLUNT,YOU'RE BEAUTIFUL,POP,1.0,38.0,25.08108108108108,2005,0.629,0.665,124.265,0.856
3013,JAMES NEWTON HOWARD,THE HANGING TREE,"SOUNDTRACK,FOLK,POP,SCREEN,LITERATURE",12.0,17.0,41.294117647058826,2014,0.0743,0.213,53.863,0.145
3014,JAMES OTTO,JUST GOT STARTED LOVIN' YOU,POP,27.0,20.0,53.1,2007,0.499,0.726,98.189,0.775
3015,JAMIE FOXX,BLAME IT,"R&;B,RAP",2.0,27.0,18.962962962962962,1999,0.0504,0.398,66.126,0.208
3016,JAMIE FOXX,DJ PLAY A LOVE SONG,R&;B,45.0,14.0,66.0,2006,0.618,0.793,119.984,0.31
3017,JAMIE FOXX,DIGITAL GIRL,"R&;B,RAP",100.0,1.0,92.0,2009,0.674,0.533,213.737,0.602
3018,JAMIE FOXX,FALL FOR YOUR TYPE,"R&;B,RAP",50.0,18.0,69.16666666666667,2010,0.393,0.593,136.866,0.193
3019,JAMIE FOXX,JUST LIKE ME,"R&;B,RAP",49.0,18.0,72.5,1999,0.658,0.645,175.639,0.803
3020,JAMIE FOXX,UNPREDICTABLE,"R&;B,RAP",8.0,22.0,32.31818181818182,2005,0.599,0.734,145.185,0.772
3021,JAMIE FOXX,YOU CHANGED ME,R&;B,93.0,2.0,95.5,2015,0.65,0.696,137.967,0.531
3022,"JAMIE N COMMONS,, AMBASSADORS",JUNGLE,RAP,87.0,2.0,93.5,1999,0.984,0.275,126.931,0.3
3023,JAMIE O'NEAL,SOMEBODY'S HERO,POP,51.0,17.0,73.6470588235294,2005,0.735,0.493,164.059,0.626
3024,JAMIE O'NEAL,THERE IS NO ARIZONA,COUNTRY,40.0,20.0,65.1,2000,0.619,0.467,167.907,0.346
3025,JAMIE O'NEAL,TRYING TO FIND ATLANTIS,POP,86.0,4.0,91.75,1999,0.883,0.61,167.983,0.787
3026,JAMIE O'NEAL,WHEN I THINK ABOUT ANGELS,POP,35.0,20.0,55.68421052631579,2000,0.843,0.507,193.708,0.504
3027,JANA KRAMER,I GOT THE BOY,COUNTRY,56.0,16.0,73.75,2015,0.569,0.625,149.987,0.361
3028,JANA KRAMER,I WON'T GIVE UP,COUNTRY,100.0,1.0,75.0,2012,0.303,0.483,133.406,0.139
3029,JANA KRAMER,WHISKEY,COUNTRY,94.0,2.0,96.5,2012,0.773,0.528,143.816,0.48
3030,JANA KRAMER,WHY YA WANNA,COUNTRY,50.0,22.0,69.4090909090909,2012,0.676,0.299,167.498,0.298
3031,JANE'S ADDICTION,JUST BECAUSE,"ALTERNATIVE ROCK,ALTERNATIVE,ROCK",72.0,9.0,84.66666666666667,2003,0.996,0.369,98.162,0.209
3032,JANELLE MONAE,MAKE ME FEEL,"ALTERNATIVE R&;B,ELECTRONIC,FUNK,R&;B",100.0,1.0,99.0,2018,0.413,0.859,115.035,0.697
3033,"JANELLE MONAE, JIDENNA",YOGA,"POP,R&;B",79.0,6.0,87.0,2015,0.546,0.74,130.028,0.375
3034,JANET,ALL FOR YOU,"DANCE,POP,R&;B",1.0,22.0,12.954545454545455,2001,0.934,0.753,113.525,0.73
3035,JANET,DOESN'T REALLY MATTER,"DANCE,SOUNDTRACK,R&;B,POP",1.0,24.0,20.17391304347826,2000,0.771,0.46,150.993,0.962
3036,JANET,FEEDBACK,"DANCE-POP,POP,R&;B",19.0,17.0,58.8235294117647,2007,0.358,0.572,126.621,0.337
3037,JANET,NO SLEEEP,"REMIX,POP,SOUL,R&;B,RAP",63.0,2.0,65.0,2015,0.47,0.757,88.047,0.32
3038,JANET,SO EXCITED,"DANCE,R&;B,POP",90.0,3.0,96.0,2006,0.786,0.822,106.986,0.876
3039,JANET,SOMEONE TO CALL MY LOVER,"R&;B,POP",3.0,20.0,21.94736842105263,2001,0.914,0.738,127.885,0.935
3040,JANET,SON OF A GUN,"POP,REMIX,R&;B,RAP",28.0,12.0,48.333333333333336,2001,0.765,0.885,104.466,0.484
3041,JANET JACKSON,I WANT YOU,"R&;B,POP",57.0,10.0,73.3,2004,0.653,0.828,68.507,0.575
3042,JANET JACKSON,JUST A LITTLE WHILE,"FUNK ROCK,R&;B,ROCK,POP",45.0,6.0,60.5,2004,0.779,0.77,135.102,0.972
3043,"JANET, DADDY YANKEE",MADE FOR NOW,"AFROBEATS,LATIN POP,POP,DANCEHALL,DANCE,R&;B",100.0,1.0,88.0,2018,0.888,0.76,115.705,0.559
3044,"JANET, NELLY",CALL ON ME,"RAP,POP,R&;B",25.0,18.0,51.22222222222222,2006,0.67,0.714,82.008,0.771
3045,JARON AND THE LONG ROAD TO LOVE,PRAY FOR YOU,POP,34.0,20.0,54.95,1999,0.442,0.656,96.992,0.516
3046,JASON ALDEAN,1994,"ROCK,COUNTRY,RAP",52.0,11.0,67.54545454545455,2012,0.777,0.598,159.942,0.821
3047,JASON ALDEAN,A LITTLE MORE SUMMERTIME,COUNTRY,52.0,13.0,66.38461538461539,2016,0.823,0.482,167.665,0.451
3048,JASON ALDEAN,AMARILLO SKY,COUNTRY,59.0,20.0,75.25,2006,0.776,0.491,154.988,0.428
3049,JASON ALDEAN,ANY OL' BARSTOOL,COUNTRY,52.0,18.0,75.22222222222223,2016,0.722,0.536,143.78,0.499
3050,JASON ALDEAN,BIG GREEN TRACTOR,"COUNTRY,ROCK",18.0,20.0,36.6,2009,0.59,0.623,137.071,0.579
3051,JASON ALDEAN,BURNIN' IT DOWN,COUNTRY,12.0,20.0,32.25,2014,0.795,0.681,135.939,0.64
3052,JASON ALDEAN,CRAZY TOWN,COUNTRY,51.0,17.0,70.52941176470588,2009,0.841,0.43,180.977,0.489
3053,JASON ALDEAN,DIRT ROAD ANTHEM,"COUNTRY,ROCK",7.0,27.0,31.296296296296298,2011,0.776,0.696,127.07,0.701
3054,JASON ALDEAN,DROWNS THE WHISKEY,COUNTRY,32.0,19.0,63.78947368421053,2018,0.698,0.552,90.006,0.6
3055,JASON ALDEAN,FLY OVER STATES,"COUNTRY,ROCK",32.0,20.0,53.0,2010,0.736,0.487,81.587,0.184
3056,JASON ALDEAN,GIRL LIKE YOU,COUNTRY,46.0,19.0,66.6842105263158,2018,0.541,0.851,124.959,0.448
3057,JASON ALDEAN,GONNA KNOW WE WERE HERE,"COUNTRY,ROCK",54.0,16.0,70.625,2015,0.896,0.447,173.852,0.533
3058,JASON ALDEAN,HICKTOWN,COUNTRY,68.0,13.0,82.61538461538461,2005,0.877,0.697,121.534,0.768
3059,JASON ALDEAN,JOHNNY CASH,COUNTRY,68.0,16.0,81.375,2007,0.856,0.626,112.078,0.699
3060,JASON ALDEAN,JUST GETTIN' STARTED,"COUNTRY,ROCK",54.0,18.0,67.83333333333333,2014,0.805,0.507,167.983,0.513
3061,JASON ALDEAN,LAUGHED UNTIL WE CRIED,COUNTRY,61.0,16.0,76.4375,2007,0.485,0.547,145.057,0.243
3062,JASON ALDEAN,LIGHTS COME ON,COUNTRY,43.0,19.0,69.57894736842105,2016,0.839,0.567,160.062,0.903
3063,JASON ALDEAN,MY KINDA PARTY,"COUNTRY,ROCK",39.0,20.0,51.85,2010,0.9,0.41,176.962,0.558
3064,JASON ALDEAN,NIGHT TRAIN,COUNTRY,26.0,20.0,51.8,2013,0.194,0.532,129.891,0.347
3065,JASON ALDEAN,REARVIEW TOWN,COUNTRY,68.0,5.0,78.6,2018,0.85,0.526,141.973,0.338
3066,JASON ALDEAN,SHE'S COUNTRY,COUNTRY,29.0,20.0,50.8,2008,0.153,0.819,108.238,0.727
3067,JASON ALDEAN,SWEET LITTLE SOMETHIN',"COUNTRY,ROCK",71.0,2.0,85.0,2014,0.87,0.628,119.975,0.622
3068,JASON ALDEAN,TAKE A LITTLE RIDE,"COUNTRY,ROCK",12.0,20.0,46.65,2012,0.866,0.472,163.867,0.775
3069,JASON ALDEAN,TATTOOS ON THIS TOWN,"COUNTRY,ROCK",38.0,20.0,52.75,2011,0.778,0.319,81.092,0.393
3070,JASON ALDEAN,THE TRUTH,"COUNTRY,ROCK",40.0,20.0,55.7,2009,0.577,0.496,143.014,0.381
3071,JASON ALDEAN,THEY DON'T KNOW,COUNTRY,67.0,12.0,81.5,2016,0.921,0.434,171.945,0.426
3072,JASON ALDEAN,TONIGHT LOOKS GOOD ON YOU,"COUNTRY,ROCK",46.0,18.0,67.77777777777777,2015,0.645,0.56,169.913,0.511
3073,JASON ALDEAN,TWO NIGHT TOWN,"COUNTRY,ROCK",100.0,1.0,76.0,2014,0.408,0.348,143.503,0.408
3074,JASON ALDEAN,WHEN SHE SAYS BABY,"COUNTRY,ROCK",38.0,20.0,55.8,2012,0.76,0.673,113.063,0.807
3075,JASON ALDEAN,WHY,COUNTRY,43.0,20.0,69.35,2005,0.695,0.568,135.926,0.218
3076,JASON ALDEAN,YOU MAKE IT EASY,COUNTRY,28.0,20.0,40.25,2018,0.574,0.375,132.025,0.406
3077,JASON ALDEAN WITH KELLY CLARKSON,DON'T YOU WANNA STAY,COUNTRY,31.0,31.0,50.064516129032256,2010,0.403,0.457,109.859,0.379
3078,"JASON ALDEAN WITH LUKE BRYAN, ERIC CHURCH",THE ONLY WAY I KNOW,"COUNTRY,RAP",40.0,20.0,64.25,2012,0.798,0.511,183.303,0.607
3079,JASON DERULO,CHEYENNE,"R&;B,POP",66.0,7.0,80.42857142857143,2015,0.768,0.554,99.679,0.324
3080,JASON DERULO,DON'T WANNA GO HOME,"DANCE-POP,ELECTRO-POP,POP,R&;B",14.0,15.0,35.266666666666666,2011,0.863,0.768,144.969,0.889
3081,JASON DERULO,FIGHT FOR YOU,"POP,R&;B",100.0,1.0,83.0,2011,0.84,0.416,177.942,0.523
3082,JASON DERULO,GET UGLY,"POP,R&;B",52.0,12.0,67.75,2015,0.683,0.75,111.066,0.539
3083,JASON DERULO,IF IT AIN'T LOVE,"R&;B,POP",67.0,8.0,81.375,2016,0.843,0.503,128.63,0.778
3084,JASON DERULO,IN MY HEAD,"POP,R&;B",5.0,34.0,23.647058823529413,2009,0.921,0.299,171.967,0.355
3085,JASON DERULO,IT GIRL,"POP,R&;B",17.0,22.0,34.72727272727273,2011,0.904,0.645,105.97,0.671
3086,JASON DERULO,MARRY ME,"POP,R&;B",26.0,17.0,50.529411764705884,2013,0.631,0.568,105.096,0.23
3087,JASON DERULO,RIDIN' SOLO,"POP,R&;B",9.0,28.0,35.82142857142857,2010,0.83,0.442,89.338,0.578
3088,JASON DERULO,SWALLA,"DANCE,RAP,POP",29.0,20.0,51.35,2017,0.817,0.696,98.064,0.782
3089,JASON DERULO,TALK DIRTY,"POP,R&;B,RAP",3.0,33.0,18.151515151515152,2013,0.652,0.76,100.315,0.759
3090,JASON DERULO,THE OTHER SIDE,"DANCE-POP,DANCE,POP,R&;B",18.0,21.0,34.714285714285715,2013,0.836,0.561,127.923,0.517
3091,JASON DERULO,TRUMPETS,"POP,R&;B",14.0,32.0,47.28125,2013,0.691,0.635,82.142,0.638
3092,JASON DERULO,UNDEFEATED,"R&;B,POP",100.0,1.0,90.0,2012,0.835,0.612,129.915,0.549
3093,JASON DERULO,WANT TO WANT ME,"POP,R&;B",5.0,35.0,22.085714285714285,2015,0.68,0.775,114.025,0.656
3094,JASON DERULO,WHAT IF,"POP,R&;B",76.0,2.0,86.0,2010,0.757,0.429,82.517,0.538
3095,JASON DERULO,WHATCHA SAY,"POP,R&;B",1.0,32.0,16.6875,2009,0.817,0.716,123.004,0.826
3096,JASON DERULO,WIGGLE,"POP,RAP",5.0,21.0,23.333333333333332,2014,0.928,0.691,134.902,0.788
3097,JASON MICHAEL CARROLL,ALYSSA LIES,POP,64.0,12.0,74.83333333333333,2006,0.597,0.499,75.517,0.414
3098,JASON MICHAEL CARROLL,HURRY HOME,POP,100.0,1.0,99.0,1999,0.948,0.44,101.269,0.533
3099,JASON MICHAEL CARROLL,LIVIN' OUR LOVE SONG,POP,52.0,17.0,72.52941176470588,1999,0.855,0.488,148.971,0.799
3100,JASON MICHAEL CARROLL,WHERE I'M FROM,"COUNTRY,ROCK",64.0,11.0,79.0909090909091,1999,0.737,0.758,80.012,0.569
3101,JASON MRAZ,HAVE IT ALL,"ADULT CONTEMPORARY,ADULT ALTERNATIVE,ROCK,POP-ROCK,POP",100.0,1.0,90.0,2018,0.638,0.643,82.001,0.6
3102,JASON MRAZ,I WON'T GIVE UP,"ADULT ALTERNATIVE,ADULT CONTEMPORARY,BALLAD,POP-ROCK,POP,ROCK",8.0,44.0,38.45454545454545,2012,0.303,0.483,133.406,0.139
3103,JASON MRAZ,I'M YOURS,"ADULT CONTEMPORARY,ADULT ALTERNATIVE,POP-ROCK,POP,ROCK",6.0,76.0,29.513157894736842,2008,0.511,0.806,82.033,0.513
3104,JASON MRAZ,IF IT KILLS ME,ROCK,100.0,1.0,92.0,2008,0.429,0.633,143.793,0.52
3105,JASON MRAZ,THE REMEDY,ROCK,15.0,28.0,42.642857142857146,2003,0.364,0.603,75.964,0.681
3106,JASON MRAZ,WORDPLAY,ROCK,81.0,4.0,92.0,2005,0.877,0.464,176.662,0.512
3107,"JASON MRAZ, COLBIE CAILLAT",LUCKY,ROCK,48.0,20.0,61.9,2009,0.497,0.797,89.697,0.619
3108,JAVIER,CRAZY,POP,95.0,8.0,97.25,2003,0.77,0.646,99.165,0.681
3109,JAVIER COLON,STITCH BY STITCH,POP,17.0,2.0,56.5,1999,0.867,0.557,178.269,0.618
3110,JAVIER COLON,TIME AFTER TIME,POP,100.0,1.0,65.0,1999,0.563,0.776,131.728,0.395
3111,JAY,'03 BONNIE & CLYDE,"WEST COAST,R&;B,RAP",4.0,23.0,16.47826086956522,2002,0.678,0.759,89.64,0.327
3112,JAY,BIG PIMPIN',"HIP-HOP,EAST COAST,PRODUCER,TRAP,RAP",18.0,20.0,31.894736842105264,1999,0.814,0.88,138.083,0.942
3113,JAY,CHANGE THE GAME,"EAST COAST,HIP-HOP,RAP",86.0,14.0,94.42857142857143,2000,0.425,0.93,94.582,0.482
3114,JAY,DO IT AGAIN,RAP,65.0,9.0,81.55555555555556,1999,0.826,0.771,98.368,0.338
3115,JAY,EMPIRE STATE OF MIND,RAP,1.0,30.0,13.7,2009,0.956,0.491,173.585,0.811
3116,JAY,GUILTY UNTIL PROVEN INNOCENT,"EAST COAST,HIP-HOP,RAP",82.0,8.0,88.5,2001,0.973,0.788,90.908,0.713
3117,JAY,HEY PAPI,RAP,76.0,15.0,87.86666666666666,2000,0.872,0.784,158.063,0.908
3118,JAY,LOST ONE,RAP,58.0,8.0,71.75,2006,0.686,0.806,84.011,0.632
3119,JAY,ON TO THE NEXT ONE,RAP,37.0,14.0,60.07142857142857,2009,0.908,0.546,116.885,0.59
3120,JAY,RUN THIS TOWN,"RAP ROCK,R&;B,POP,RAP",2.0,23.0,19.043478260869566,2009,0.924,0.632,86.844,0.441
3121,JAY,STRANDED,R&;B,16.0,2.0,50.5,1999,0.773,0.431,92.133,0.313
3122,JAY,SWAGGA LIKE US,"EAST COAST,UK RAP,UK,RAP",5.0,20.0,41.35,2008,0.817,0.58,89.008,0.238
3123,JAY,YOUNG FOREVER,"POP,RAP",10.0,25.0,37.72,2009,0.69,0.637,140.329,0.103
3124,"JAY ROCK, KENDRICK LAMAR, FUTURE, JAMES BLAKE",KING'S DEAD,"TRAP,MEMES,SOUNDTRACK,MARVEL,WEST COAST,RAP",21.0,20.0,51.7,2018,0.705,0.645,137.133,0.376
3125,JAY SEAN,2012,"R&;B,RAP",31.0,14.0,50.57142857142857,2010,0.792,0.717,126.975,0.513
3126,JAY SEAN,DO YOU REMEMBER,"R&;B,RAP",10.0,20.0,23.25,2009,0.674,0.854,125.845,0.818
3127,JAY SEAN,DOWN,"UK,POP,R&;B,RAP",1.0,40.0,18.5,2009,0.68,0.727,132.012,0.728
3128,JAY SEAN,HIT THE LIGHTS,"R&;B,RAP",18.0,2.0,48.0,1999,0.88,0.56,129.97,0.573
3129,JAY SEAN,I'M ALL YOURS,"R&;B,RAP",100.0,1.0,85.0,2012,0.987,0.505,145.991,0.32
3130,JAY Z,HOLY GRAIL,RAP,4.0,27.0,13.25925925925926,2013,0.534,0.676,145.082,0.156
3131,JAY Z,OCEANS,RAP,100.0,1.0,83.0,2013,0.361,0.262,126.786,0.056
3132,JAY Z,PART II,RAP,77.0,16.0,86.125,2013,0.867,0.402,104.092,0.38
3133,JAY Z KANYE WEST,GOTTA HAVE IT,"RAP,PRODUCER",69.0,11.0,81.9090909090909,2011,0.574,0.74,149.762,0.33
3134,JAY Z KANYE WEST,NO CHURCH IN THE WILD,"RAP,PRODUCER",72.0,5.0,90.4,2011,0.75,0.654,92.78,0.557
3135,JAY Z KANYE WEST,OTIS,"RAP,PRODUCER",12.0,20.0,50.7,2011,0.631,0.754,94.577,0.432
3136,JAY Z KANYE WEST,WHO GON STOP ME,"RAP,PRODUCER",44.0,2.0,61.5,2011,0.73,0.593,133.879,0.377
3137,JAZMINE SULLIVAN,BUST YOUR WINDOWS,"ROCK,R&;B",31.0,15.0,56.46666666666667,2008,0.664,0.683,106.991,0.866
3138,JAZMINE SULLIVAN,HOLDING YOU DOWN,"R&;B,RAP",60.0,12.0,75.33333333333333,2010,0.872,0.724,95.09,0.783
3139,JAZMINE SULLIVAN,"LIONS, TIGERS & BEARS","R&;B,ROCK",74.0,8.0,87.5,2008,0.515,0.576,95.406,0.407
3140,JAZMINE SULLIVAN,NEED U BAD,RAP,37.0,20.0,50.55,1999,0.659,0.529,138.196,0.36
3141,JEANNIE ORTEGA,CROWDED,RAP,93.0,5.0,95.8,1999,0.813,0.517,130.069,0.103
3142,JEEZY,SEEN IT ALL,RAP,85.0,2.0,91.0,2014,0.833,0.711,106.094,0.545
3143,JEFF BATES,THE LOVE SONG,POP,59.0,12.0,70.66666666666667,1999,0.262,0.485,98.536,0.332
3144,JENNIFER HANSON,BEAUTIFUL GOODBYE,POP,76.0,10.0,82.7,1999,0.578,0.662,168.04,0.404
3145,JENNIFER HUDSON,AND I AM TELLING YOU I'M NOT GOING,R&;B,60.0,13.0,80.53846153846153,2008,,,,
3146,JENNIFER HUDSON,IF THIS ISN'T LOVE,R&;B,63.0,13.0,83.0,2009,0.581,0.502,75.06,0.548
3147,JENNIFER HUDSON,LET IT BE,POP,100.0,1.0,98.0,1999,0.387,0.65,114.658,0.342
3148,JENNIFER HUDSON,SPOTLIGHT,"R&;B,POP",24.0,21.0,45.23809523809524,2008,0.724,0.707,108.984,0.659
3149,JENNIFER HUDSON,WHERE YOU AT,"R&;B,ROCK",64.0,6.0,82.16666666666667,1999,0.505,0.395,115.265,0.297
3150,"JENNIFER HUDSON, NE",THINK LIKE A MAN,"R&;B,RAP",90.0,2.0,94.5,2012,0.687,0.648,77.468,0.816
3151,JENNIFER LOPEZ,AIN'T IT FUNNY,"REMIX,RAP,POP,R&;B",1.0,27.0,17.74074074074074,2002,0.613,0.718,74.884,0.624
3152,JENNIFER LOPEZ,AIN'T YOUR MAMA,POP,76.0,2.0,84.0,2016,0.153,0.567,77.329,0.47
3153,JENNIFER LOPEZ,ALL I HAVE,"RAP,R&;B",1.0,21.0,11.666666666666666,2002,0.668,0.699,83.074,0.472
3154,JENNIFER LOPEZ,BABY I LOVE U,R&;B,72.0,4.0,86.25,2003,0.632,0.837,111.978,0.825
3155,JENNIFER LOPEZ,DANCE AGAIN,"R&;B,ROCK",17.0,18.0,56.388888888888886,2012,0.856,0.792,127.988,0.714
3156,JENNIFER LOPEZ,DINERO,"EAST COAST,LATIN TRAP,LATIN POP,EN ESPA\XC3\XB1OL,POP",100.0,1.0,80.0,2018,0.782,0.708,119.997,0.484
3157,JENNIFER LOPEZ,DO IT WELL,POP,31.0,10.0,62.1,2007,0.81,0.763,108.004,0.437
3158,JENNIFER LOPEZ,FEELIN' SO GOOD,"RAP,R&;B",51.0,17.0,70.29411764705883,2000,0.821,0.685,129.965,0.763
3159,JENNIFER LOPEZ,FIRST LOVE,POP,87.0,3.0,93.0,2014,0.543,0.445,99.963,0.102
3160,JENNIFER LOPEZ,GET RIGHT,"POP,R&;B",12.0,17.0,40.294117647058826,2005,0.759,0.741,97.084,0.362
3161,JENNIFER LOPEZ,HOLD YOU DOWN,RAP,64.0,8.0,72.25,2005,0.485,0.674,85.265,0.527
3162,JENNIFER LOPEZ,I LUH YA PAPI,"POP,RAP",77.0,2.0,87.5,2014,0.74,0.731,96.015,0.588
3163,JENNIFER LOPEZ,I'M GLAD,R&;B,32.0,16.0,63.5625,2003,0.629,0.807,169.982,0.311
3164,JENNIFER LOPEZ,I'M GONNA BE ALRIGHT,"POP,REMIX,R&;B,RAP",10.0,23.0,22.869565217391305,2002,0.425,0.874,95.017,0.778
3165,JENNIFER LOPEZ,I'M INTO YOU,"RAP,POP",41.0,15.0,71.0,2011,0.795,0.623,97.99,0.618
3166,JENNIFER LOPEZ,I'M REAL,"REMIX,R&;B,RAP",1.0,31.0,14.166666666666666,2001,0.795,0.465,126.76,0.205
3167,JENNIFER LOPEZ,IF YOU HAD MY LOVE,"POP,R&;B",1.0,25.0,18.375,1999,0.625,0.68,94.02,0.814
3168,JENNIFER LOPEZ,LIVE IT UP,"ELECTRONIC,POP,R&;B",60.0,6.0,71.66666666666667,2013,0.728,0.692,127.995,0.642
3169,JENNIFER LOPEZ,LOVE DON'T COST A THING,"POP,R&;B",3.0,21.0,16.94736842105263,2000,0.458,0.634,91.518,0.835
3170,JENNIFER LOPEZ,ON THE FLOOR,"DANCE-POP,DANCE,RAP,POP",3.0,29.0,17.82758620689655,2011,0.777,0.73,130.0,0.575
